text,label,type,topic
Fan Courier: Am încercat să livrăm coletul cu AWB [AWB123456789] dar nu am găsit pe nimeni la adresă. Vă rugăm să ne contactați la 0219300 pentru a reprograma.,0,sms,package delivery failed
"Am incercat sa-ti livram pachetul, dar nu ai fost acasa. Replanifica livrarea ACUM pentru a evita taxe de depozitare! Viziteaza: tinyurl.com/deliver-fix",1,sms,package delivery failed
"Subiect: Notificare încercare de livrare eșuată - AWB [AWB987654321]
Stimată doamnă/stimate domn,
Vă scriem pentru a vă informa că am încercat să livrăm coletul dvs. cu numărul de AWB 987654321 astăzi, 15 ianuarie 2024, dar nu am putut finaliza livrarea.
Motivul a fost: destinarul nu a fost găsit la adresă.
Vom încerca o nouă livrare în următoarele 2 zile lucrătoare. De asemenea, puteți reprograma livrarea sau ridica coletul de la cel mai apropiat centru, accesând contul dvs. de pe site-ul nostru oficial: www.fancourier.ro
Pentru orice întrebări, vă rugăm să ne contactați la numărul de telefon menționat mai sus sau prin formularul de contact de pe site.
Cu stimă,
Echipa Fan Courier",0,email,package delivery failed
"Subiect: Notificare: Colețul dvs. nu a fost livrat (ID: 987654321)
Bună ziua,
Ne pare rau să vă informăm că pachetul dvs. cu numărul de urmărire 987654321 nu a putut fi livrat. Motivul este că adresa dvs. nu este completă. Pentru a evita returnarea coletului, va rugam să completați informatiile lipsă aici: curier-ro.net/confirma-adresa
Ignorarea acestui mesaj poate duce la pierderea coletului.
Echipa de Suport Livrari",1,email,package delivery failed
DHL: Am intampinat o problema la livrarea expedierii dvs. nr. [EXPID456]. Va rugam sa verificati aplicatia MyDHL sau sa ne contactati la +40212221777.,0,sms,package delivery failed
Atentie! Pachetul tau asteapta. Livrarea esuata. Confirma detaliile tale de livrare aici sau pachetul se intorce: ups-livrare-ro.info/status,1,sms,package delivery failed
"Subiect: Aviz de încercare nereușită de livrare - Comanda #ORD7890
Buna ziua,
Dorim sa va informam ca livrarea coletului dvs. pentru comanda #ORD7890 nu a putut fi finalizata in cursul zilei de azi. Motivele pot include absenta destinatarului, acces restrictionat sau informatii incomplete despre adresa.
Vom incerca sa relivram coletul in urmatoarea zi lucratoare. Va rugam sa va asigurati ca cineva este prezent la adresa de livrare sau sa ne contactati la 0800 800 007 pentru a discuta optiuni de reprogramare.
Va multumim pentru intelegere.
Echipa Cargus",0,email,package delivery failed
"Subiect: ULTIMA ȘANSĂ: Pachet blocat la vamă - ID: PVX56789
Dragă client,
Pachetul dvs. (PVX56789) a fost reținut la vamă din cauza unor taxe vamale neachitate. Trebuie să plătiți suma de 12.50 RON în următoarele 12 ore pentru a debloca livrarea. În caz contrar, coletul va fi distrus.
Efectuați plata AICI: platitaxa-vamala.biz/colet
Vă mulțumim.
Serviciul Vamal Român",1,email,package delivery failed
"Poșta Română: Coletul dvs. [NRCOLET123] nu a putut fi livrat la adresa specificată. Va rugam sa il ridicati de la oficiul postal 10041, in maxim 5 zile lucratoare.",0,sms,package delivery failed
Urgent! Pachetul dvs. nr. 123456789 a esuat livrarea. Confirma datele de livrare intr-un minut sau coletul este returnat. Apasa: livrare-urgenta.click/colet,1,sms,package delivery failed
"Subiect: Informații referitoare la livrarea coletului dumneavoastră [Ref: LVR9876]
Stimate client,
Vă informăm că livrarea coletului cu numărul de referință LVR9876 nu a putut fi efectuată conform programării. Un curier a încercat livrarea, dar nu a găsit pe nimeni la adresă/a întâmpinat dificultăți.
Vom iniția o nouă încercare de livrare în termen de 24-48 de ore. Alternativ, puteți accesa contul dumneavoastră de pe site-ul nostru oficial, www.samex.ro, pentru a reprograma livrarea sau a alege un punct de ridicare.
Pentru asistență suplimentară, vă rugăm să ne contactați la 07xx xxx xxx.
Cu respect,
Echipa Samex",0,email,package delivery failed
"Subiect: Problema la Livrare - Acționează Acum [Ref: #DLVRY345]
Stimate client,
Am înregistrat o problemă la livrarea coletului dvs. cu referința #DLVRY345. Se pare că este necesară o confirmare a identității sau o plată suplimentară minoră pentru reîncercarea livrării. Fără această acțiune, pachetul va fi depozitat pe cheltuiala dvs. și, în cele din urmă, aruncat.
Finalizați procesul aici: myparcel-update.com/status
Nu ratați ocazia de a primi coletul!
Echipa de Livrări",1,email,package delivery failed
"GLS Romania: Livrarea expedierii dvs. [GLSXYZ123] a esuat. Vom incerca sa livram din nou maine. Pentru optiuni, vizitati https://gls-group.eu/RO/ro/track-parcel.",0,sms,package delivery failed
Coletul tau [XYZ987] nu a putut fi livrat. Actualizeaza adresa de livrare pentru a evita costuri aditionale: curierrapid.org/actualizare,1,sms,package delivery failed
"Subiect: Actualizare status livrare - Comanda [COMANDA007]
Bună ziua,
Dorim să vă aducem la cunoștință că încercarea de livrare a coletului dumneavoastră, corespunzător comenzii [COMANDA007], nu a fost finalizată astăzi. Regretăm orice neplăcere cauzată.
Am programat o nouă încercare de livrare pentru următoarea zi lucrătoare. Vă rugăm să vă asigurați că o persoană este disponibilă la adresa de livrare sau să ne contactați pentru a aranja o altă modalitate.
Pentru detalii complete, vă invităm să accesați contul dumneavoastră pe site-ul nostru oficial: www.compania-curierat.ro
Vă mulțumim pentru înțelegere.
Departamentul de Livrări",0,email,package delivery failed
"Subiect: Aviz Eșec Livrare [Comanda #COMA001]
Stimati Clienti,
Va informam ca livrarea comenzii dvs. #COMA001 a intampinat o dificultate. Din motive de securitate sau informatii insuficiente de contact, curierul nu a putut finaliza livrarea. Va rugam sa ne contactati URGENT prin portalul nostru online pentru a furniza detaliile lipsa.
Accesati: portal-curier-online.info/contact
Va multumim pentru promptitudinea dvs.
Serviciul Clienti ColetExpress",1,email,package delivery failed
UPS: Livrarea coletului [UPSID555] a fost amanata din cauza adresei incomplete. Va rugam sa ne sunati la 0212010101 pentru clarificari.,0,sms,package delivery failed
Notificare: Pachetul tau a fost oprit! Actualizeaza datele de contact pentru o noua livrare. bit.ly/package-delivery-fix,1,sms,package delivery failed
"Subiect: Notificare: Pachetul dvs. nu a putut fi livrat la prima încercare - AWB [AWBXYZ987]
Stimate client,
Vă informăm că am încercat să livrăm coletul dvs. cu numărul de AWB XYZ987, dar nu am reușit din cauza lipsei accesului la locație/ destinatarului.
Vă rugăm să ne contactați la 07XX XXX XXX pentru a reprograma livrarea la o oră și zi convenabilă pentru dumneavoastră sau pentru a modifica adresa de livrare, dacă este necesar.
O nouă încercare de livrare va fi inițiată în decurs de 1-2 zile lucrătoare.
Vă mulțumim pentru colaborare.
Echipa de Suport Livrări",0,email,package delivery failed
"Subiect: Ultima Notificare: Pachetul tau nu a fost livrat!
Draga client,
Livrarea pachetului tau [TRACK00123] a esuat. Ai la dispozitie 12 ore pentru a reprograma livrarea. Daca nu actonezi rapid, pachetul va fi returnat si nu vei mai putea recupera produsele.
Reprograma aici: secure-parcel-delivery.net/reprogram
Cu stima,
Serviciul de Livrari Expres",1,email,package delivery failed
"DPD Romania: Coletul dvs. [DPDTRK678] nu a putut fi livrat azi. Vom reincerca maine. Pentru optiuni de livrare, vizitati www.dpd.com/ro.",0,sms,package delivery failed
Ai ratat o livrare. Confirma adresa ta si plata unei mici taxe de reexpediere in 30 minute: posta-servicii.com/reexpediere,1,sms,package delivery failed
"Subiect: Încercare de livrare eșuată - Comanda #CML001
Buna ziua,
Am încercat să livrăm coletul dumneavoastră corespunzător comenzii #CML001 astăzi. Din păcate, nu am reușit să finalizăm livrarea.
Vom reîncerca livrarea în următoarele 24 de ore. Pentru a evita orice neplăcere, vă rugăm să vă asigurați că o persoană este disponibilă la adresa specificată.
Dacă aveți întrebări sau doriți să oferiți instrucțiuni suplimentare, vă rugăm să ne contactați la [Număr de telefon Suport] sau prin secțiunea ""Contact"" de pe site-ul nostru www.serviciu-livrari-oficial.ro.
Vă mulțumim!
Serviciul Clienți",0,email,package delivery failed
"Subiect: ATENTIE! Abonamentul dvs. Netflix a expirat. Acționați ACUM! Dragă utilizator, Am observat că abonamentul dumneavoastră Netflix a expirat. Pentru a evita intreruperea serviciului, va rugam sa actualizati imediat informatiile de plata. Daca nu actioanti in urmatoarele 24 de ore, contul dvs. va fi suspendat permanent. Apasati AICI pentru a actualiza: `https://reinoeste.netflx.com/contul_tau?id=urgent` Va multumim pentru intelegere. Echipa Netflix Support",1,email,netflix subscription expired
Netflix: Alerta! Abonamentul tau a expirat. Evita suspendarea contului! Click imediat aici: `bit.ly/netflix-urgent`,1,sms,netflix subscription expired
"Subiect: ULTIMA ȘANSĂ: Reînnoiește-ți Abonamentul Netflix! Stimate client, Abonamentul dvs. Netflix a expirat și este necesară actualizarea detaliilor de plată. Ne pare rău, dar dacă nu acționați acum, veți pierde accesul la filmele și serialele preferate. Confirmați informațiile de plată aici: `https://securizat.netflix-relogin.com/update` Aceasta este o notificare urgentă. Echipa de securitate Netflix.",1,email,netflix subscription expired
Contul dvs Netflix a fost BLOCAT deoarece abonamentul a expirat! Deblocati-l acum: `tinyurl.com/netflix-fix-cont`,1,sms,netflix subscription expired
"Subiect: Erorare Plată Netflix - ACȚIUNE NECESARĂ! Salut, Plata pentru abonamentul tău Netflix a eșuat și a expirat. Este esențial să actualizezi datele tale de plată în următoarele ore pentru a evita ștergerea contului. Vizitați: `https://netflx.secure.ro/plata-actualizare` Ne pare rau de inconvenient.",1,email,netflix subscription expired
Notificare URGENTA: Abonamentul Netflix a expirat! Contul tau va fi sters curand. Actualizeaza aici: `login-netflx.com/reactiva`,1,sms,netflix subscription expired
"Subiect: ALERTĂ DE SECURITATE: Cont Netflix suspendat! Draga utilizator Netflix, Am detectat o problemă cu abonamentul dumneavoastră care a expirat. Pentru a restabili serviciul, trebuie să validați informațiile contului dvs. fără întârziere. Acționați acum pentru a evita suspendarea permanentă. Verificați-vă contul aici: `https://verify.netfIix.com/cont`",1,email,netflix subscription expired
Contul Netflix va fi DEZACTIVAT in 24h! Abonamentul a expirat. Actualizeaza acum datele de plata aici: `s.id/netflix-ro`,1,sms,netflix subscription expired
"Subiect: ACUM: Abonamentul tău Netflix a EXPIRAT! Salut! Plata ta pentru Netflix a fost refuzata, iar abonamentul a expirat. Actualizeaza informatile de plata pentru a evita pierderea istoricului de vizionare. Click AICI: `https://reconfirma.netfiix.com/plata`",1,email,netflix subscription expired
Abonamentul tau NETFLIX a expirat. Reinvoca serviciul sau contul va fi INCHIS. `reinvoca.netfix.com/cont`,1,sms,netflix subscription expired
"Subiect: NOTIFICARE FOARTE URGENTA! Netflix Suspendat! Stimate client, Vă informăm că abonamentul dvs. Netflix a expirat. Pentru a evita pierderea accesului la serviciile noastre, vă rugăm să actualizați datele de plată. Ești ultimul care actualizează. Faceți clic aici: `https://netflix.upd8.info/ro` Cu respect, Echipa de Suport Netflix.",1,email,netflix subscription expired
Atentie! Abonamentul Netflix a expirat. Actualizati datele de plata pentru a evita intreruperea serviciului: `link.netflix-support.co`,1,sms,netflix subscription expired
"Subiect: ALERTA CRITICĂ: Contul Netflix Expira Imminent! Dragă utilizator, Sistemul nostru a detectat că abonamentul dvs. Netflix a expirat. Pentru a evita ștergerea definitivă a contului și a istoricului dvs. de vizionare, vă rugăm să actualizați metoda de plată imediat. Vă rugăm să accesați: `https://secure-netflix-login.com/update-payment` Vă mulțumim pentru înțelegere. Echipa Netflix.",1,email,netflix subscription expired
"Subiect: Notificare privind abonamentul tău Netflix Bună ziua, Am observat că abonamentul tău Netflix ar fi putut expira. Pentru a continua să te bucuri de filmele și serialele preferate, te rugăm să verifici statusul abonamentului și detaliile de plată în contul tău Netflix. Poți face acest lucru accesând site-ul oficial Netflix și navigând la secțiunea 'Cont'. Mulțumim, Echipa Netflix.",0,email,netflix subscription expired
Netflix: Se pare ca abonamentul tau a expirat. Acceseaza contul tau pe netflix.com pentru a-l reactiva si a verifica detaliile de plata.,0,sms,netflix subscription expired
"Subiect: Informații despre abonamentul tău Netflix Draga membru Netflix, Dorim să te informăm că abonamentul tău a expirat. Pentru a-l reactiva și a evita orice întrerupere, te rugăm să te conectezi la contul tău de pe netflix.com și să actualizezi metoda de plată sau să alegi un nou plan. Nu ezita să contactezi Centrul de Ajutor dacă ai întrebări. Cu stimă, Echipa Netflix.",0,email,netflix subscription expired
Salut! Abonamentul tau Netflix a expirat. Te rugam sa actualizezi datele de plata in contul tau de pe netflix.com pentru a continua serviciul.,0,sms,netflix subscription expired
"Subiect: Confirmarea expirării abonamentului tău Netflix Stimate client, Această notificare confirmă că abonamentul tău Netflix a expirat la data de [Data]. Dacă dorești să reînnoiești, te invităm să te autentifici pe site-ul Netflix și să gestionezi setările abonamentului. Ne-am bucura să te avem înapoi! Mulțumim, Netflix.",0,email,netflix subscription expired
Reamintim: Abonamentul tau Netflix a expirat. Viziteaza netflix.com si autentifica-te pentru a verifica optiunile de reactivare.,0,sms,netflix subscription expired
"Subiect: Notificare privind serviciul tău Netflix Bună ziua, Înregistrarea noastră indică faptul că abonamentul tău Netflix a expirat. Pentru a-ți asigura accesul continuu la serviciile noastre, te rugăm să verifici și, dacă este necesar, să actualizezi metoda de plată în setările contului tău de pe netflix.com. Nu trimite niciodată informații personale prin linkuri suspecte. Cu considerație, Echipa de Suport Netflix.",0,email,netflix subscription expired
Netflix: Detalii plata esuate. Se pare ca abonamentul tau a expirat. Te rugam sa te loghezi in aplicatia sau pe site-ul netflix.com pentru a actualiza.,0,sms,netflix subscription expired
"Subiect: Verifică statusul abonamentului tău Netflix Salvează, Am vrut să te anunțăm că abonamentul tău Netflix a expirat. Dacă dorești să continui să vizionezi, te rugăm să te conectezi la contul tău pe netflix.com și să actualizezi detaliile de plată. Așteptăm să te revedem! Echipa Netflix.",0,email,netflix subscription expired
"Abonamentul tau Netflix a expirat. Pentru a reincepe vizionarea, acceseaza contul tau pe netflix.com si actualizeaza-ti abonamentul. Multumim!",0,sms,netflix subscription expired
"Subiect: Acțiunea necesară pentru abonamentul tău Netflix Bună ziua, Se pare că abonamentul tău Netflix a expirat din cauza unei probleme cu metoda de plată. Pentru a rezolva acest lucru, te rugăm să te autentifici în contul tău de pe netflix.com și să actualizezi informațiile de plată. Ne cerem scuze pentru orice inconvenient. Cu respect, Serviciul Clienți Netflix.",0,email,netflix subscription expired
"Netflix: Observam ca abonamentul tau a expirat. Pentru a continua serviciul, te rugam sa te conectezi pe netflix.com si sa verifici optiunile de abonament.",0,sms,netflix subscription expired
Urgent! Alex matched you! They want to talk NOW. Click here to chat: bit.ly/profile-now Your profile might be deleted if you dont respond fast!,1,sms,dating app match
"Subject: Your NEW Match Is Wating!! Action Required.
Dear User, We've identified a HOT match for you, but your profile needs to be 'verified' to connect. Click this link immidiately: www.app-secureserver.com/verify-match If you do not verify in 24 hours, this exclusive match will expire.",1,email,dating app match
"Hey, someone is realy interested in u! Dont miss out! See their message here: mydate.co/chat-secret This offer is limiteed!",1,sms,dating app match
"Subject: You've ben chosen! Get Premium for FREE!
Congrats! Your profile has ben selected for a special one-day premium access. Meet your matches! Claim your prize now: datingspecial.net/freemium-offer Hurry, it expires in 12 hours!",1,email,dating app match
"Your profile has a *critical* security issue! Your recent match from LoveLink might be compromised. To secure your account and keep chatting, verify here: login-secure-app.com/fix Act fast or lose your matches!",1,sms,dating app match
"Subject: Re: Your recent match on SweetDate - they left a message for you!
Dear User, Your match, Sarah, sent you a private message. To view it and respond, please 'update' your contact info here: my-dating-app.info/update Failing to do so will result in their message being deleted.",1,email,dating app match
LoveLink Alert: Your match has a 'suprise' for you! They said it's time sensitive. Click NOW to recieve it: giftforyou.com/suprise,1,sms,dating app match
"Subject: URGENT: Your DateDash Account Suspension Notice!
Due to suspicious activity related to a recent match, your account is at risk of permanent suspension. Re-activate your profile by confirming your details here: reactivate-dating-account.net/confirm Immediate action required!",1,email,dating app match
"Someone is trying to connect with you! They left a voicemail. To listen, visit: voicemail-dating.org/listen Very important! Dont delay!",1,sms,dating app match
"Subject: Your 'Exclusive' Match Is Waiting To Chat!!
Dont let them get away. This match is only for you, but you need to activate your 'chat pass' within 30 minutes. Click here: datingpass.com/activate Miss it and they're gone!",1,email,dating app match
"Your Match is About To Expire! HeartBeat: Emily is waiting for you, but your connection will expire soon. Renew your connection NOW: renewmatch.link/extend",1,sms,dating app match
"Subject: Your Account Needs Attention - Match Lost?
It seems your recent match notification was incomplete. To ensure you don't lose this potential connection, please re-verify your 'premium' status here: premium-dating-account.co/verify Otherwise, your match might be re-assigned.",1,email,dating app match
"A new match has sent a private photo! To view it before it disappears, click quick: seemyphoto.xyz/pic Limited time offer!",1,sms,dating app match
Great news! You have a new match on CupidConnect. Open the app to see who it is and start chatting!,0,sms,dating app match
"Subject: You have a new connection on SparkMatch!
Hi User, Someone new has liked your profile! Visit your Matches tab in the SparkMatch app to discover who it is and begin a conversation. Happy matching!",0,email,dating app match
"Connectify: Remember, John matched with you yesterday! Don't forget to send them a message. Open the app to chat.",0,sms,dating app match
"Subject: Your next great connection awaits!
Dear User, We've found a potential match for you based on your preferences. Log in to DateFlow today to review their profile and decide if it's a good fit. We hope you find someone special!",0,email,dating app match
Notification from MatchUp: Lisa just sent you a message! Tap to open your chat and reply.,0,sms,dating app match
"Subject: Tips for striking up a conversation with your new match!
Hi User, Congratulations on your recent match! Need a little help breaking the ice? Check out our blog post on conversation starters within the LoveLink app. Good luck!",0,email,dating app match
DateDash Update: Your profile views are up! This could mean more matches are coming your way. Keep swiping!,0,sms,dating app match
"Subject: It's a match! See who's interested in you.
Hello User, You've got a new match! Open HeartBeat to view their profile and start chatting. We're excited for you!",0,email,dating app match
Don't miss out on your matches! Your Connectify inbox has new messages. Log in to see them.,0,sms,dating app match
"Subject: Match Monday: Your weekly digest from CupidConnect
Dear User, Here's a quick look at your activity this week: 2 new matches, 3 messages. Log into the app to catch up and keep the conversations going. We're here to help you find your person!",0,email,dating app match
SparkMatch: Your daily suggested match is ready! Open the app to meet someone new today.,0,sms,dating app match
"Subject: New Feature Alert: Icebreakers for your matches on SweetDate!
Hi User, We've launched a new feature to help you connect even better with your matches. Find icebreaker suggestions directly in your chat screen with any match. Update your app to try it out!",0,email,dating app match
Subiect: ACȚIUNE IMEDIATĂ NECESARĂ: Abonamentul TĂU Netflix A EXPIRAT! Contul va fi suspendat permanent în 24 de ore! Actualizează detaliile de plată ACUM pentru a evita pierderea accesului. Click aici: https://netflx.com-renew-now.xyz/login,1,email,netflix subscription expired
"Salut! Reține că abonamentul tău Netflix va expira pe 25.03.2024. Pentru a-ți asigura accesul continuu, te rugăm să verifici detaliile de plată în contul tău: netflix.com/account. Mulțumim!",0,sms,netflix subscription expired
"URGENT! Abonamentul tau Netflx a expirat! Pentru a evita suspendarea serviciului, actualizeaza datele de plata. ACUM: https://bit.ly/netfix-update-payment",1,sms,netflix subscription expired
"Subiect: Informații importante despre abonamentul tău Netflix
Salut [Nume], dorim să te informăm că abonamentul tău Netflix este programat să expire pe 25 martie 2024. Pentru a continua să te bucuri de conținutul nostru, te rugăm să te asiguri că metoda ta de plată este actualizată. Poți verifica detaliile în secțiunea 'Contul meu' de pe site-ul nostru oficial: netflix.com/account.",0,email,netflix subscription expired
Subiect: ALERTĂ DE SECURITATE! Abonamentul NetFlix ESTE expirat! Nu ne-ați plătit. Contul dumneavoastră e în pericol! Dati click AICI pentru a actualiza plățile imediat si a preveni blocarea: http://www.netfiix-security.site/renew,1,email,netflix subscription expired
"Bună ziua, dorim să vă reamintim că abonamentul dvs. Netflix este aproape de data de expirare. Pentru a evita întreruperile, vă rugăm să verificați detaliile de plată prin aplicația Netflix sau pe netflix.com.",0,sms,netflix subscription expired
ATENȚIE! Contul tău NETFLlX a fost suspendat deoarece abonamentul a expirat! RE-ACTIVAȚI ACUM pentru a evita pierderea istoricului și profilurilor: https://netflic-payment-secure.co/login,1,sms,netflix subscription expired
"Subiect: Notificare privind reînnoirea abonamentului Netflix
Stimate client, te informăm că data de reînnoire a abonamentului tău Netflix este pe 26.03.2024. Dacă dorești să îți continui abonamentul fără întreruperi, asigură-te că metoda de plată asociată contului tău este validă și are fonduri suficiente. Poți gestiona abonamentul tău pe netflix.com/youraccount.",0,email,netflix subscription expired
ULTIMA ȘANSĂ! Abonamentul Netflix expiră azi! Acționează IMEDIAT pentru a evita închiderea contului. Reînnoiește aici: https://bit.ly/netflix-renew-urgent,1,sms,netflix subscription expired
"Subiect: S-a întâmplat ceva cu abonamentul tău Netflix
Salut! Ne pare rău să te anunțăm că am întâmpinat o problemă cu ultima ta plată pentru abonamentul Netflix și acesta a expirat. Te rugăm să îți actualizezi informațiile de plată la netflix.com/billing pentru a-ți restabili serviciul.",0,email,netflix subscription expired
"Subiect: URGENT: Acțiunea dumneavoastră este necesară - Abonamentul Netflix a expirat!
Dragă utilizator Netflix,
Contul dumneavoastră a fost marcat pentru ștergere din cauza unei plăți eșuate. Abonamentul dumneavoastră a expirat. Vă rugăm să actualizați informațiile de plată într-o oră pentru a evita ștergerea permanentă a contului. Accesați: http://www.netflix-account-verify.info/update",1,email,netflix subscription expired
"Salut [Nume], dorim să te anunțăm că abonamentul tău Netflix va expira pe [Data]. Pentru a-ți continua experiența fără întreruperi, asigură-te că detaliile tale de plată sunt actualizate la netflix.com/account.",0,sms,netflix subscription expired
EȘEC DE PLATĂ NETFLIX! Abonamentul tău a expirat! Accesează https://netfIix.com/updete-pay.biz ACUM pentru a debloca accesul.,1,sms,netflix subscription expired
"Subiect: Reamintire: Plata următoare pentru Netflix se apropie
Salut! Acesta este un memento că plata pentru următorul ciclu de abonament Netflix este programată pentru [Data]. Dacă nu dorești să reînnoiești, poți anula abonamentul din contul tău: netflix.com/cancel. Altfel, nu este necesară nicio acțiune.",0,email,netflix subscription expired
"ATENTIE! Abonamentul NetfliX a EXPIRAT! Daca nu actualizezi imediat plata, pierzi tot! Click rapid aici: https://netfflix-secure.com/reactivate",1,sms,netflix subscription expired
"Subiect: Întrebare despre abonamentul tău Netflix
Bună ziua. Am observat că abonamentul tău Netflix este setat să expire. Dacă ai avut probleme cu reînnoirea sau dorești să discuți opțiuni, echipa noastră de suport este disponibilă la netflix.com/help.",0,email,netflix subscription expired
Contul tau NetFLIX a fost SUSPENDAT! Abonamentul tau a expirat! Confirma-ti datele aici pentru a restabili serviciul: https://update.netlfix-login.pro/payment,1,sms,netflix subscription expired
"Salut [Nume utilizator], Plata pentru abonamentul tău Netflix nu a putut fi procesată și abonamentul va expira în curând. Te rugăm să actualizezi detaliile de plată la netflix.com/billing. Dacă ai întrebări, contactează-ne.",0,sms,netflix subscription expired
"Subiect: ULTIMUL AVERTISMENT: Abonamentul dvs. Netflix a expirat - Pierdeți accesul azi!
Dragă utilizator Netflix,
Am încercat să procesăm plata pentru abonamentul dumneavoastră, dar aceasta a eșuat. Din această cauză, abonamentul dumneavoastră a expirat. Pentru a evita închiderea definitivă a contului, vă rugăm să actualizați informațiile de plată imediat. Accesați linkul nostru securizat: http://renew-netfflix.co/payment-update",1,email,netflix subscription expired
Netflix: Reamintire blândă că abonamentul tău se apropie de data expirării. Te rugăm să te asiguri că detaliile tale de plată sunt actualizate pentru o reînnoire fără probleme. Găsești informații pe netflix.com/account.,0,sms,netflix subscription expired
"Subiect: Cont Netflix blocat - Abonamentul Expira imediat!
Am detectat o problemă cu abonamentul tău Netflix. Status: Expired. Nu vei mai putea viziona nimic! Pentru a-ți debloca contul, reînnoiește-l la: https://login-netflix-update.me/secure/payment. Nu ignora!",1,email,netflix subscription expired
"Subiect: Gestionarea abonamentului tău Netflix: Reînnoire și opțiuni
Bună [Nume], sperăm că te bucuri de Netflix! Vroiam doar să te anunțăm că abonamentul tău este programat să expire pe [Data]. Poți gestiona preferințele de reînnoire, schimba planul sau actualiza metoda de plată vizitând pagina 'Contul tău' de pe netflix.com. Mulțumim că ești clientul nostru!",0,email,netflix subscription expired
WARNING! Your NetfIix subskripsion has run out! Act now or lose access 4ever. Click this link: https://netfflix-support.cc/renewal,1,sms,netflix subscription expired
"Salut! O notificare rapidă: abonamentul tău Netflix este setat să expire. Pentru a-ți continua vizionarea, te rugăm să verifici setările de plată. Suport la netflix.com/help.",0,sms,netflix subscription expired
Subiect: ACTIUNE URGENTA: Abonamentul NETFLlX a expirat! Contul va fi inchis. Apasă acum pe: http://www.secure-netflix-pay.net/login,1,email,netflix subscription expired
ATENTIE! Spatiul tau de stocare in cloud este 99% PLIN! Actioneaza ACUM pentru a evita pierderea datelor. Click AICI pentru a actualiza planul: `http://bit.ly/urgent-upgrade-cloud`,1,sms,cloud storage full
"Subject: Notificare: Spatiul tau de stocare in cloud este aproape plin

Stimate utilizator,

Dorim sa te informam ca spatiul tau de stocare in cloud este utilizat in proportie de 95%. Pentru a asigura continuitatea serviciilor si a putea incarca noi fisiere, te rugam sa verifici utilizarea sau sa iei in considerare un upgrade al planului. Poti face acest lucru accesand contul tau pe site-ul nostru oficial, www.cloudstorageprovider.com.

Cu respect,
Echipa Cloud Storage",0,email,cloud storage full
URGENT: Contul tau Google Drive a depasit limita de stocare! Datele tale sunt in pericol! Conecteaza-te imediat la `g00gle-drive-fix.com/verify` in 12 ore pentru a evita suspendarea. Nu intarzia!,1,email,cloud storage full
Spatiul tau Google Drive este 98% plin. Afla cum sa eliberezi spatiu sau sa iti extinzi planul vizitand `support.google.com/drive`.,0,sms,cloud storage full
"Subject: Alerta critica: Stocarea ta iCloud este PLINA!

Draga utilizator,

Am detectat ca stocarea ta iCloud este PLINA. Fisierele tale pot fi sterse permanent! Pentru a evita PIRDEREA DATELOR, te rugam sa-ti 'actualizezi' contul AICI: `icl0ud-security-update.net/login` cat mai curand posibil. Aceasta este o masura de securitate cruciala.

Multumim,
Echipa iCIoud Support",1,email,cloud storage full
"Subject: Notificare importanta: Utilizarea spatiului tau OneDrive

Buna,

Acest e-mail te informeaza ca spatiul tau OneDrive este ocupat in proportie de 97%. Iti recomandam sa revizuiesti fisierele si sa stergi elementele inutile sau sa iei in considerare un upgrade la un plan mai mare. Pentru mai multe detalii, te rugam sa accesezi setarile contului tau OneDrive pe onedrive.live.com.

Cu stima,
Echipa OneDrive",0,email,cloud storage full
Contul tau de stocare e aproape plin. Te rugam re-neweaza abonamentul ACUM pentru a evita intreruperea serviciului. Viziteaza: `http://tinyurl.com/cloud-fix`,1,sms,cloud storage full
Spatiul tau de stocare Dropbox este la 90% capacitate. Gestioneaza-ti fisierele sau upgradeaza-ti planul vizitand `dropbox.com`.,0,sms,cloud storage full
"ALERTĂ DE SECURITATE! Spatiul tau de stocare in cloud a atins limita. Daca nu verifici IMEDIAT, contul tau va fi suspendat. Afla mai multe: `http://secure-cloud-portal.com/urgent`",1,email,cloud storage full
"Subject: Alerta spatiu de stocare in cloud: Ai ramas aproape fara spatiu

Buna [Nume utilizator],

Spatiul tau de stocare in cloud este acum 92% plin. Pentru a asigura un serviciu neintrerupt, te rugam sa iei in considerare gestionarea fisierelor sau actualizarea planului tau de stocare. Poti face acest lucru accesand contul tau pe www.yourcloudservice.com.

Multumim pentru intelegere,
[Numele Serviciului Tau Cloud]",0,email,cloud storage full
A-ten-tie! Stocarea ta in cloud e 100% FULL. Fisierele sunt in PERICOL! Acceseaza `update.yourcloud.net/secure` pentru a remedia IMEDIAT.,1,sms,cloud storage full
"Spatiul tau iCloud este 99% plin. Pentru a vedea optiunile de eliberare a spatiului sau de upgrade, acceseaza Configurari > [Numele Tau] > iCloud pe dispozitivul tau.",0,sms,cloud storage full
"Subject: Actiune OBLIGATORIE: Spatiul tau de stocare in cloud a depasit limita!

Stimati abonat,

Am constatat ca spatiul alocat pentru contul tau de stocare in cloud a atins limitele. Este ABSOLUT CRITIC sa actionezi in urmatoarele 24 de ore pentru a evita PIERDEREA PERMANENTA a datelor. Te rugam sa-ti verifici si sa-ti actualizezi informatiile de facturare AICI: `https://secure-billing-upd.info/`

Nu ignora aceasta alerta!
Echipa de Asistenta Clienti",1,email,cloud storage full
